Model,Selling Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Insurance,Car Condition
BMWX1SDRIVE,839899,35473,2011,Second Owner,Diesel,AUTOMATIC,12-02-2021,3.9
MahindraScorpio,937699,142341,2016,First Owner,Diesel,MANUAL,Expired,4.9
HondaBrio1.2SMTI,323499,83574,2012,Second Owner,Petrol,MANUAL,28-08-2021,4.1
HyundaiVernaFLUIDIC1.6SX,531199,48498,2014,First Owner,Diesel,MANUAL,08-04-2021,4.9
MarutiSwift,353899,111112,2010,First Owner,Diesel,MANUAL,23-12-2021,4.2
MarutiSwiftVXI,323699,49523,2008,Second Owner,Petrol,MANUAL,19-02-2021,3.9
MarutiWagonR1.0LXI,218399,141811,2010,First Owner,Petrol + CNG,MANUAL,11-09-2021,4.6
MarutiBalenoALPHA1.2,503299,48337,2015,First Owner,Petrol,MANUAL,12-11-2021,4.5
ToyotaInnova2.5VX7STRBS,909299,75358,2015,First Owner,Diesel,MANUAL,26-08-2021,4.7
MarutiAlto,247957,38938,2011,First Owner,Petrol,MANUAL,Expired,4.2
MarutiSwiftDzireVDI,590199,59957,2015,First Owner,Diesel,TS07,,4.6
TataNano,124399,9768,2016,First Owner,Petrol,AUTOMATIC,10-10-2021,4.7
FordFigo1.2ZXI,284999,56940,2014,First Owner,Petrol,MANUAL,26-02-2021,4.4
MarutiAltoK10,343399,50239,2014,First Owner,Petrol,MANUAL,23-11-2021,4.3
MarutiAltoK10,272199,10213,2015,First Owner,Petrol,MANUAL,25-07-2021,4.8
MarutiSwiftDzireVDIBS,317999,68930,2012,First Owner,Diesel,MANUAL,Expired,4.3
MarutiSwift,349299,62323,2010,Third Owner,Petrol,MANUAL,14-11-2021,4.2
MarutiAltoK10,229890,29780,2011,Second Owner,Petrol,MANUAL,14-07-2021,4.2
HondaCityVMT,325099,147629,2011,First Owner,Petrol,MANUAL,29-09-2021,4.4
HondaBrio1.2VXATI,404299,42468,2014,First Owner,Petrol,AUTOMATIC,15-09-2021,4.6
MarutiSwiftDzireVXI1.2BS,417899,46314,2014,First Owner,Petrol,MANUAL,21-09-2021,4.5
MarutiSwiftDzireVXI,343699,49885,2009,First Owner,Petrol,MANUAL,26-11-2021,4.1
MarutiErtigaVXI,417299,81940,2013,Second Owner,Petrol,MANUAL,20-02-2021,4.1
VolkswagenVentoHIGHLINE1.2TSI,603799,40897,2015,Second Owner,Petrol,HR26,Zero_Dep,4.5
HyundaiGrandi10SPORTZ(O)1.2AT,547099,6267,2017,First Owner,Petrol,MH01,Zero_Dep,4
HyundaiVENUESMT1.2,755931,1475,2020,First Owner,Petrol,DL1C,Zero_Dep,4.9
MarutiSwiftVXI1.3,119599,74458,2007,First Owner,Petrol,MH01,,3.9
HyundaiVENUE1.0LTurboGDISX,1036742,913,2020,First Owner,Petrol,KA51,Comp,4.9
SkodaLauraAMBIENTE2.0TDICR,564399,104331,2012,Second Owner,Diesel,AUTOMATIC,01-02-2022,4.4
Hyundaii20MAGNAO,218601,53140,2010,First Owner,Petrol + CNG,MANUAL,05-01-2022,4
MarutiWagonR1.0LXI,262499,134966,2013,First Owner,Petrol + CNG,MANUAL,14-10-2021,4.2
HondaCityVMT,476099,104060,2014,First Owner,Diesel,MANUAL,09-10-2021,4.3
HyundaiVernaFLUIDIC1.6SX,428999,51148,2013,First Owner,Petrol,MANUAL,30-03-2021,4.2
Hyundaii10MAGNA1.2,180699,70891,2010,Second Owner,Petrol,MANUAL,10-06-2021,4.4
HyundaiSantroXing,130999,49349,2009,First Owner,Petrol + CNG,MANUAL,27-04-2021,4.2
TataZestXMAQUADRAJET,450699,55186,2015,First Owner,Diesel,AUTOMATIC,12-04-2021,4.6
VolkswagenPoloCOMFORTLINE1.2L,581899,15426,2017,First Owner,Petrol,MANUAL,11-04-2021,4.7
FordEcosport1.5TITANIUMTIVCT,427399,114610,2014,First Owner,Petrol,AUTOMATIC,07-08-2021,4.9
MarutiVitaraBrezza,695799,67454,2016,First Owner,Diesel,MANUAL,01-06-2021,4.6
MarutiSwiftDzireVDIBS,412499,118302,2012,First Owner,Diesel,MANUAL,13-10-2021,4.3
MarutiWagonR1.0VXI,409299,6703,2016,First Owner,Petrol,AUTOMATIC,01-06-2021,4.7
HondaAmaze1.2SMTI,445471,81538,2016,First Owner,Petrol,MANUAL,13-09-2021,4.5
MarutiSwift,368799,40183,2012,First Owner,Petrol,MANUAL,04-03-2021,4
HyundaiVernaFLUIDIC1.6SX,399299,96225,2012,First Owner,Diesel,MANUAL,02-01-2021,4.2
Hyundaii20MAGNAO,307999,54054,2012,Second Owner,Petrol,MANUAL,06-09-2021,4
VolkswagenPoloGTTSI1.2PETROL,705999,69898,2016,First Owner,Petrol,AUTOMATIC,28-09-2020,4
MarutiCelerio,411999,33199,2018,First Owner,Petrol,MANUAL,28-07-2021,4.8
MarutiSwiftLXI,433592,25976,2017,First Owner,Petrol,MANUAL,19-02-2020,4.7
MarutiSwift,307299,89318,2012,First Owner,Diesel,MANUAL,19-06-2021,4.1
HyundaiVernaFLUIDIC1.6SXCRDI,392899,45693,2012,First Owner,Diesel,MANUAL,11-12-2021,4.9
TataTiagoXZ1.2,512399,26793,2017,First Owner,Petrol,MANUAL,05-01-2021,4.4
MarutiSwiftDzireVDIBS,446599,85672,2013,Second Owner,Diesel,MANUAL,Expired,4.1
MarutiAltoK10VXI,307199,21501,2015,First Owner,Petrol,MH12,Comp,4.5
MarutiAStarVXIABS,306190,22465,2011,Second Owner,Petrol,AUTOMATIC,21-02-2021,4.2
MarutiRitzVXIBS,375955,86798,2014,First Owner,Petrol,MANUAL,Expired,4.3
MarutiAlto,231799,58963,2012,First Owner,Petrol,MANUAL,11-02-2021,4
MarutiCelerioZXIOPT,472099,20010,2017,First Owner,Petrol,AUTOMATIC,16-08-2021,4.6
ToyotaCorollaAltisD4D,306099,115196,2011,Second Owner,Diesel,MANUAL,17-12-2020,4
MarutiWagonR1.0LXI,308199,61646,2014,Second Owner,Petrol + CNG,MANUAL,24-02-2021,4.2
HondaBrio1.2SMTI,296399,16508,2013,Second Owner,Petrol,MANUAL,04-09-2021,4.3
Hyundaii20Active1.2,569899,23390,2016,First Owner,Petrol,MANUAL,21-02-2021,4.5
MarutiSwiftZXI,668099,23296,2018,First Owner,Petrol,AUTOMATIC,21-02-2021,4.7
HyundaiGrandi10SPORTZ(O)1.2AT,607099,17487,2017,First Owner,Petrol,TS07,,4.7
MarutiSwift,538299,43743,2015,Second Owner,Petrol,MANUAL,02-02-2021,4.5
MarutiBalenoDELTA1.2,621199,5153,2019,First Owner,Petrol,MANUAL,03-02-2022,4.8
MarutiVitaraBrezzaVDI,602799,58586,2016,First Owner,Diesel,MANUAL,09-05-2021,4.6
VolkswagenPoloCOMFORTLINE1.2L,193099,61082,2012,First Owner,Petrol,MANUAL,Expired,4.2
HyundaiSantroXing,158099,58531,2008,First Owner,Petrol,MANUAL,04-05-2021,3.9
TataTiagoXZ1.2,505999,21446,2017,First Owner,Petrol,MANUAL,17-05-2021,4.3
MarutiCelerioVXI,446399,16920,2016,First Owner,Petrol,AUTOMATIC,25-12-2020,4.9
HyundaiVernaFLUIDIC1.6SX,439599,48288,2012,First Owner,Diesel,MANUAL,28-08-2021,4.4
Hyundaii10SPORTZ1.2,216699,51056,2010,First Owner,Petrol,MANUAL,14-11-2021,4.1
MarutiWagonR1.0,218999,52333,2010,First Owner,Petrol,MANUAL,12-11-2021,4.3
MarutiSwiftDzireVXI1.2BS,425999,75485,2014,First Owner,Petrol,MANUAL,20-10-2021,4.3
MahindraMARAZZOM28,782799,79993,2019,Second Owner,Diesel,PB11,,4.5
MarutiWagonR,215499,110417,2010,First Owner,Petrol,MANUAL,17-02-2021,4
HyundaiVernaFLUIDIC1.6SX,381199,68374,2013,Second Owner,Petrol,MANUAL,25-02-2021,4.2
HondaAmaze1.2SMTI,291499,72229,2013,Second Owner,Petrol,MANUAL,Expired,4.1
MarutiAltoK10VXI,282099,49010,2015,First Owner,Petrol,MH04,,4.4
HyundaiEon,187899,86673,2011,First Owner,Petrol + CNG,MANUAL,05-12-2021,4
HondaCitySMT,316955,48181,2010,First Owner,Petrol,MANUAL,30-08-2021,4.3
MarutiErtiga,459199,88622,2013,First Owner,Diesel,MANUAL,12-09-2021,4.3
Hyundaii10SPORTZ1.1,278599,72977,2014,First Owner,Petrol,MANUAL,02-04-2021,4.1
MarutiWagonR1.0,432099,19615,2018,First Owner,Petrol,MANUAL,08-09-2021,4.7
HondaCitySMT,276399,100733,2011,First Owner,Petrol,MANUAL,31-08-2021,4.1
MarutiSwift,678699,3587,2016,First Owner,Petrol,MANUAL,Insurance Expired,4.9
RenaultDuster85PSRXL,397299,119275,2013,First Owner,Diesel,MANUAL,10-03-2021,4.2
MarutiAlto,160199,37485,2010,First Owner,Petrol,MANUAL,Expired,4.1
HyundaiElitei20ERA,523499,16277,2018,First Owner,Petrol,MANUAL,16-02-2021,4.9
MahindraBoleroPower+,744799,23085,2018,First Owner,Diesel,MANUAL,19-03-2021,4.7
RenaultKwidRXT1.0EASY-R,330999,8451,2016,First Owner,Petrol,MH12,Comp,4.6
MarutiWagonR1.0,327899,50060,2014,First Owner,Petrol + CNG,MANUAL,26-08-2021,4.5
MahindraXUV500W8,761699,119932,2015,Second Owner,Diesel,MANUAL,31-10-2021,4.1
HondaCitySMT,402199,99588,2011,First Owner,Petrol,MANUAL,25-11-2021,4.2
FordFigoAspire1.5TREND,560399,35737,2018,First Owner,Diesel,MANUAL,07-05-2021,4.8
MarutiRitzVXIBS,264899,61011,2013,First Owner,Petrol,MANUAL,03-07-2021,3.8
HyundaiAccentEXECUTIVE,198930,88506,2012,First Owner,Petrol,MANUAL,27-05-2021,4.1
RenaultDuster85PS,481199,51822,2013,First Owner,Diesel,MANUAL,10-02-2021,4.4
ToyotaEtiosLivaD4D,312099,166250,2014,First Owner,Diesel,MANUAL,10-04-2021,4.5
Hyundaii10MAGNA1.2,204999,44563,2010,First Owner,Petrol,MANUAL,24-10-2021,3.9
RenaultKwidRXT1.0EASY-RAT,354599,38747,2018,First Owner,Petrol,AUTOMATIC,Expired,4.5
MarutiWagonR1.0,380599,48243,2015,First Owner,Petrol,MANUAL,20-02-2021,4.6
MarutiBalenoALPHA1.2,519099,61456,2016,First Owner,Petrol,MANUAL,19-08-2021,4.4
MarutiVitaraBrezzaVDI,777899,32529,2017,First Owner,Diesel,MANUAL,02-08-2020,4.8
HyundaiGrandi101.2ASTA(O),560972,58141,2016,First Owner,Petrol + CNG,AUTOMATIC,03-11-2021,4.6
MarutiSwiftDzireVXI1.2BS,567899,3813,2014,First Owner,Petrol,MANUAL,02-11-2021,4.8
MarutiEeco5,248199,55911,2011,First Owner,Petrol,MANUAL,02-09-2021,3.4
Hyundaii10MAGNA1.2,185887,83431,2013,Third Owner,Petrol,MANUAL,04-03-2021,4.1
MarutiAlto800,261199,21862,2014,First Owner,Petrol,MANUAL,19-05-2021,4.5
HondaCitySVMT,489199,42466,2015,First Owner,Petrol,MANUAL,29-03-2021,3.9
HondaCitySMT,276399,95921,2011,First Owner,Petrol,MANUAL,23-08-2021,4.2
Hyundaii10SPORTZ1.2AT,291899,54471,2011,Second Owner,Petrol,AUTOMATIC,17-01-2021,4
HyundaiVernaFLUIDIC1.6SX,398299,68355,2012,First Owner,Diesel,MANUAL,23-12-2020,4.4
HondaCityZX1.5,115999,153241,2007,Second Owner,Petrol,MH43,Third_party,3.4
MarutiBalenoDELTA1.2,509199,63655,2017,First Owner,Petrol,MANUAL,27-01-2021,4.6
MarutiWagonR1.0,336899,65033,2017,Second Owner,Petrol,MANUAL,01-07-2021,4.6
MarutiCelerioZXI,442799,33556,2017,First Owner,Petrol,AUTOMATIC,25-09-2021,4.7
HyundaiElitei20ASTA,578399,22061,2016,First Owner,Petrol,MANUAL,18-01-2022,4.5
HyundaiVENUE1.0TURBOGDISX+,1081500,10468,2019,First Owner,Petrol,MH14,Third_party,4.9
MahindraTUV300T8,685830,80820,2017,Second Owner,Diesel,AUTOMATIC,21-03-2021,4.6
HondaBrio1.2VMTI,311099,31719,2012,First Owner,Petrol,MANUAL,02-12-2021,4.3
HyundaiSantroXing,300099,17702,2010,First Owner,Petrol,MANUAL,07-07-2021,4.8
MarutiZenEstilo,220199,40177,2010,Second Owner,Petrol,MANUAL,Expired,4.2
MarutiEeco5STRWITHAC,305899,23704,2014,First Owner,Petrol,MANUAL,28-04-2021,4.5
MarutiRitz,330399,41832,2010,First Owner,Petrol,MANUAL,29-11-2021,4.4
ToyotaEtios,290199,54147,2011,First Owner,Petrol,MANUAL,03-05-2021,4.5
ToyotaEtios,204799,72310,2012,First Owner,Petrol,MANUAL,25-04-2021,3.9
HondaAmaze1.2SMTI,589410,28944,2018,First Owner,Petrol,MANUAL,27-07-2021,4.9
HondaBrio1.2EXMTI,269668,67484,2013,Second Owner,Petrol + CNG,MANUAL,28-05-2021,4.1
MarutiSwiftDzireLDIBS,303599,154599,2014,First Owner,Diesel,MANUAL,26-02-2021,4.4
MarutiSwiftLXI,134599,105021,2008,First Owner,Petrol + CNG,MANUAL,19-10-2021,4.1
MarutiAltoK10VXI(O),441599,7057,2018,First Owner,Petrol,KA50,Zero Depreciation,5
MarutiSwiftDzireVXI1.2BS,366099,53422,2012,First Owner,Petrol,MANUAL,01-01-2021,4.5
HyundaiVernaFLUIDIC1.6SX,359999,84640,2011,Third Owner,Petrol + CNG,MANUAL,06-01-2021,4.3
MarutiWagonR1.0,276299,24956,2012,Second Owner,Petrol,MANUAL,27-06-2021,4.4
VolkswagenPoloHIGHLINE1.2L,502599,53868,2016,First Owner,Petrol,MANUAL,Expired,4.4
RenaultKwidRXT1.0EASY-R,383599,32578,2017,First Owner,Petrol,KA51,Comprehensive,4.7
FordEcosport1.5TITANIUMPLUSTIVCT,913599,13287,2017,First Owner,Petrol,MH02,Zero_Dep,4.9
HyundaiElitei20ASTA1.4,511699,87142,2015,First Owner,Diesel,MANUAL,14-04-2021,4.1
HyundaiElitei201.2MAGNAPLUS,679015,11146,2020,First Owner,Petrol,DL12,Zero Depreciation,4.9
MarutiErtiga,699599,23310,2017,First Owner,Petrol,MANUAL,31-12-2021,4.5
HyundaiElitei20SPORTZ,586699,6210,2017,First Owner,Petrol,MANUAL,27-01-2022,4.8
TataTiagoXT1.05,350599,47422,2017,First Owner,Diesel,MANUAL,17-10-2021,4.5
VolkswagenPoloHIGHLINE1.2L,520999,75024,2015,First Owner,Petrol,MANUAL,26-08-2021,4.2
HondaCityZX,194499,89708,2008,First Owner,Petrol,MANUAL,Comp,4.2
RenaultKwid1.0,264499,34265,2017,Second Owner,Petrol,MANUAL,Expired,4.3
MahindraXUV500W6,562700,90510,2013,First Owner,Diesel,MANUAL,25-05-2021,4.2
MarutiZenEstilo,169999,75010,2011,First Owner,Petrol,MANUAL,28-06-2021,4.2
MarutiBalenoALPHA1.2,772699,23424,2019,First Owner,Petrol,MANUAL,21-08-2022,4.9
MarutiSwift,667699,26591,2017,First Owner,Petrol,MANUAL,01-11-2021,4.8
MarutiSwiftDzire,331999,97757,2012,First Owner,Diesel,MANUAL,08-11-2021,4.3
HyundaiElitei20SPORTZ(O),586199,39327,2015,Second Owner,Petrol + CNG,MANUAL,29-01-2021,4.6
MarutiAlto800,231699,57434,2014,First Owner,Petrol,MANUAL,29-12-2021,4.3
MarutiEeco5STRCNGWITHAC,349999,44146,2018,First Owner,Petrol + CNG,MANUAL,Expired,4.6
HyundaiGrandi10MAGNA1.2,450099,12453,2017,First Owner,Petrol,MANUAL,Expired,4.7
HyundaiTucsonNew2WDATGLS,1378399,76578,2016,First Owner,Diesel,AUTOMATIC,27-02-2021,4.3
HondaCitySMT,340699,142543,2009,First Owner,Petrol,MANUAL,08-02-2021,4.2
RenaultKwidCLIMBER1.0,392499,6471,2017,First Owner,Petrol,KA51,Comp,4.8
MarutiWagonR1.0,216441,99248,2012,Second Owner,Petrol,MANUAL,19-05-2021,4.3
MarutiAlto800,250799,55484,2016,Second Owner,Petrol,MANUAL,15-04-2021,4.7
MarutiAltoK10,237999,45111,2014,First Owner,Petrol,MANUAL,30-07-2021,4.5
HyundaiGrandi10MAGNA1.2,447283,41357,2016,First Owner,Petrol,MANUAL,19-06-2021,4.5
MarutiSwift,495199,50674,2014,First Owner,Diesel,MANUAL,18-07-2021,4.5
MahindraTUV300T8,552399,26053,2015,Second Owner,Diesel,AUTOMATIC,15-01-2021,4.6
HondaCity1.5EMT,186699,73112,2009,Third Owner,Petrol,MH03,Comp,4.1
HondaJazz1.2BASEI,291268,117168,2010,First Owner,Petrol,MANUAL,20-09-2021,4.2
MarutiZenEstilo,120399,21726,2009,Second Owner,Petrol,MANUAL,13-11-2021,4
HondaBrio1.2SMTI,238499,133257,2013,First Owner,Petrol,MANUAL,31-01-2021,4.5
MercedesBenzCClass220EDITION,1420537,25971,2014,Second Owner,Diesel,DL8C,Comp,4.8
MahindraXUV500W8,443799,91966,2012,First Owner,Diesel,MANUAL,01-05-2021,4.2
MarutiAlto800,274099,34543,2016,First Owner,Petrol,MANUAL,17-02-2021,4.3
Hyundaii10MAGNA1.2,314699,22998,2013,First Owner,Petrol,MANUAL,04-07-2021,4.3
Hyundaii10ERA1.1,168299,36107,2011,First Owner,Petrol,MANUAL,26-02-2021,4
HyundaiCreta1.6SXPLUS,860499,58585,2015,First Owner,Petrol,MANUAL,19-10-2021,4.4
HyundaiEonERAPLUS,323399,19140,2017,First Owner,Petrol,MANUAL,25-08-2021,4.5
ToyotaEtios,332899,13134,2013,First Owner,Petrol,MANUAL,11-09-2021,4.2
HyundaiElitei20ASTA1.2,615399,16509,2018,First Owner,Petrol,MANUAL,11-11-2021,4.9
MarutiVitaraBrezzaZDIPLUSDUAL,931166,19465,2018,First Owner,Diesel,MANUAL,21-08-2021,4.9
HondaCitySMT,312399,102393,2011,First Owner,Petrol,MANUAL,Expired,4.2
MarutiRitzVXIBS,292699,100986,2011,Second Owner,Petrol,MANUAL,01-12-2021,4.2
MarutiSwiftDzireVDIBS,453199,13830,2013,First Owner,Diesel,MANUAL,Insurance Expired,4.7
HondaCityZX,150099,123714,2008,Second Owner,Petrol,MANUAL,25-02-2021,4.1
MarutiEeco5STRCNGWITHAC,322599,26407,2018,First Owner,Petrol + CNG,MANUAL,Expired,4.7
MahindraXUV500W8,552999,120123,2015,First Owner,Diesel,MANUAL,Zero_Dep,4.2
HyundaiElitei20SPORTZ(O),579299,33312,2015,First Owner,Petrol,MANUAL,17-02-2021,4.4
MarutiAlto800,289599,24738,2018,First Owner,Petrol,MANUAL,03-08-2021,4.8
ToyotaCorollaAltis1.8,299999,52624,2010,Second Owner,Petrol,MH02,Third_party,4.2
HyundaiGrandi10ASTA1.2KAPPA,460199,50163,2016,First Owner,Petrol,MANUAL,20-04-2021,4.1
HondaBrio1.2SMTI,279299,65954,2012,First Owner,Petrol,MANUAL,16-09-2021,4.3
MarutiWagonR1.0,305198,60114,2010,Second Owner,Petrol,MANUAL,17-03-2021,4
HondaAccord2.4ATI,255099,65929,2008,First Owner,Petrol,AUTOMATIC,20-05-2021,4.2
MarutiVitaraBrezza,758699,23892,2018,First Owner,Diesel,MANUAL,21-11-2021,4.8
MarutiAltoK10VXI,338799,60866,2016,First Owner,Petrol,TS08,,4.3
MarutiRitzVXIBS,397033,54073,2014,Second Owner,Petrol,MANUAL,29-05-2021,4.1
HyundaiSantroXing,174899,58310,2011,First Owner,Petrol,MANUAL,02-07-2021,4.4
MarutiAlto800,268887,52018,2015,First Owner,Petrol,MANUAL,Expired,4.3
HondaCity1.5EMT,248699,60632,2009,First Owner,Petrol,DL4C,,4.1
MarutiErtiga,565999,93867,2012,Second Owner,Diesel,MANUAL,25-09-2021,4
MarutiAltoK10,338199,21618,2017,First Owner,Petrol,MANUAL,03-03-2021,4.8
MarutiAltoK10,188899,73444,2012,First Owner,Petrol,MANUAL,16-01-2021,4.4
MarutiCelerioZXI,307830,33933,2014,Second Owner,Petrol,MANUAL,Insurance Expired,4.6
MarutiSwift,313799,142412,2013,First Owner,Petrol + CNG,MANUAL,04-10-2021,4.3
HondaJazz1.2BASEI,301505,100385,2012,First Owner,Petrol,MANUAL,27-06-2021,3.9
TataIndicaVistaVX,335299,59345,2012,First Owner,Diesel,MANUAL,12-04-2021,3.9
ToyotaInnovaCrysta2.4VX8,1485599,119373,2016,First Owner,Diesel,MANUAL,09-09-2021,4.5
HondaCitySMT,249299,103378,2010,Second Owner,Petrol + CNG,MANUAL,Expired,4.1
DatsunGo,316399,42905,2015,First Owner,Petrol,MANUAL,08-11-2021,4.1
HondaCitySMT,339899,73933,2011,Third Owner,Petrol + CNG,MANUAL,24-06-2021,4.2
ToyotaInnova2.5VX7STRBS,601799,134217,2012,First Owner,Diesel,MANUAL,27-08-2021,4.4
MarutiVitaraBrezzaZDI,839199,39663,2017,First Owner,Diesel,MANUAL,08-03-2021,4.7
HyundaiSantroXing,178699,84985,2008,First Owner,Petrol + LPG,MANUAL,28-10-2021,4
HyundaiElitei20MAGNA1.4,625199,52659,2015,Second Owner,Diesel,MANUAL,27-12-2020,4.8
MarutiAlto800,258937,29390,2013,Second Owner,Petrol,MANUAL,22-02-2021,4.4
RenaultDusterRXLDIESEL,348599,77490,2013,Second Owner,Diesel,MANUAL,02-04-2021,4.2
MarutiAltoK10,320099,39854,2014,Second Owner,Petrol,MANUAL,09-02-2021,4.4
HyundaiXcentSX1.1,331500,89930,2015,First Owner,Diesel,MANUAL,Expired,4.5
MarutiCelerio,292199,68547,2015,First Owner,Petrol + CNG,MANUAL,05-08-2021,3.9
MarutiAltoK10,317699,15003,2015,First Owner,Petrol,MANUAL,03-06-2021,4.6
MarutiSwift,431499,8889,2015,First Owner,Petrol,MANUAL,26-02-2021,4.5
MarutiAlto800,225199,68344,2012,First Owner,Petrol,MANUAL,03-11-2021,4.3
MarutiSwift,452799,35855,2017,Second Owner,Petrol,MANUAL,22-07-2021,4.6
MarutiCiazVDI+,534199,77225,2016,First Owner,Diesel,MANUAL,10-06-2021,4.7
MarutiVitaraBrezzaZDI,738399,100205,2016,First Owner,Diesel,MANUAL,06-10-2021,4.5
MarutiSwiftDzireVDIBS,578899,97036,2015,First Owner,Diesel,MANUAL,Expired,3.7
MarutiCelerioVXI,424099,31307,2017,First Owner,Petrol,MANUAL,02-09-2021,4.7
Hyundaii10SPORTZ,168899,32009,2008,Second Owner,Petrol + LPG,MANUAL,Expired,4.4
VolkswagenPoloTRENDLINE1.2L,327099,92305,2011,First Owner,Diesel,MANUAL,12-08-2021,4
HondaBrio1.2SMTI,347699,30713,2013,First Owner,Petrol,MANUAL,19-07-2021,4.2
HondaJazz1.2V,544599,56894,2016,First Owner,Petrol,AUTOMATIC,12-04-2021,4.5
HyundaiCreta1.6SX,914699,144712,2016,First Owner,Diesel,RJ14,Zero_Dep,4.3
MarutiSwiftDzireVXI1.2BS,535199,37541,2014,First Owner,Petrol,MANUAL,04-02-2021,4.6
MarutiAlto,165199,111848,2010,Second Owner,Petrol + CNG,MANUAL,13-06-2021,4
MarutiSwift,421699,62206,2012,First Owner,Diesel,MANUAL,Comp,4.3
ToyotaInnova2.5VX7STRBS,789899,122507,2014,First Owner,Diesel,MANUAL,19-07-2021,4.5
MarutiWagonR1.0LXI,223499,112297,2011,First Owner,Petrol + CNG,MANUAL,20-12-2021,4.3
MarutiAltoK10K10VXI,412599,8265,2016,First Owner,Petrol,HR26,Zero_Dep,4.7
MarutiSwiftDzireZXI,133599,133226,2008,Second Owner,Petrol + CNG,MANUAL,12-09-2021,4
MarutiSwift,404699,41140,2014,First Owner,Petrol,MANUAL,07-12-2021,4.1
MarutiWagonR1.0,308899,23358,2013,First Owner,Petrol,MANUAL,12-03-2021,4.3
ToyotaCorollaAltisD4D,965599,17758,2014,First Owner,Diesel,MANUAL,Expired,4.8
MarutiWagonR1.0LXI,228399,61323,2012,Second Owner,Petrol + CNG,MANUAL,27-08-2021,4.3
ToyotaEtiosLivaD4D,316699,197019,2012,First Owner,Diesel,MANUAL,10-07-2021,4.3
MarutiWagonR1.0LXI,399495,22982,2018,First Owner,Petrol + CNG,MANUAL,04-11-2021,4.6
HyundaiVernaFLUIDIC1.6SXCRDI,421699,84530,2012,First Owner,Diesel,MANUAL,17-04-2021,4.5
HyundaiEonERA,303399,20310,2015,First Owner,Petrol,MANUAL,20-10-2021,4.2
MarutiAlto800,222899,68939,2014,Second Owner,Petrol,MANUAL,30-07-2021,4
MarutiSwift,306352,50484,2011,First Owner,Petrol,MANUAL,27-06-2021,4.3
HyundaiVernaFLUIDIC1.6EX,423899,25443,2013,First Owner,Petrol,MANUAL,09-01-2021,4.4
MarutiAltoK10VXI(O),379299,4397,2018,First Owner,Petrol,DL5C,Zero_Dep,4.9
HondaCitySMT,267099,32298,2008,First Owner,Petrol,MANUAL,18-01-2021,4.1
HyundaiCreta1.6SXPLUSAUTO,1215699,16189,2018,First Owner,Petrol,AUTOMATIC,16-05-2021,4.9
TataTiagoXZ1.2,516399,14882,2018,First Owner,Petrol,MANUAL,28-08-2021,4.9
MarutiRitzVXIBS,305225,44714,2012,First Owner,Petrol,MANUAL,10-11-2021,4.3
MarutiVitaraBrezza,668499,83813,2016,First Owner,Diesel,MANUAL,02-05-2021,4.4
Hyundaii10SPORTZ1.2,244399,71697,2011,Second Owner,Petrol,MANUAL,Expired,3.9
Hyundaii10SPORTZ1.2,200299,95298,2012,First Owner,Petrol,MANUAL,24-11-2020,4.3
ToyotaEtios,294840,156503,2012,Second Owner,Diesel,MANUAL,03-07-2021,4.1
MarutiSwiftDzireVXI1.2BS,478399,66584,2015,First Owner,Petrol,MANUAL,17-11-2020,4.5
HyundaiVernaFLUIDIC1.6SXVTVTOPT,444499,71879,2013,Second Owner,Petrol,AUTOMATIC,01-09-2021,4.3
VolkswagenPoloHIGHLINE1.2L,376214,38905,2013,First Owner,Petrol,MANUAL,15-06-2021,4.2
Hyundaii20MAGNAO,376799,29122,2013,First Owner,Petrol,MANUAL,07-01-2021,4.2
MarutiAltoK10,349199,5064,2017,First Owner,Petrol,MANUAL,03-04-2021,4.9
MarutiSwift,293619,72692,2013,Second Owner,Petrol,MANUAL,09-09-2021,4.1
MarutiCelerio,336099,23737,2014,Second Owner,Petrol,MANUAL,13-09-2021,4.1
DatsunRediGoT,195399,37538,2016,First Owner,Petrol,MANUAL,27-10-2021,4.5
MarutiSwiftVXI,565599,36385,2016,First Owner,Petrol,MANUAL,12-09-2021,4.4
HondaCitySMT,232799,134918,2009,First Owner,Petrol,MANUAL,07-10-2021,3.8
ToyotaCorollaAltisVL,210899,150651,2008,Second Owner,Petrol + CNG,AUTOMATIC,Expired,4.2
MarutiRitz,335999,67560,2010,Second Owner,Petrol,MANUAL,Expired,4.1
MarutiErtiga,481499,167408,2013,First Owner,Diesel,MANUAL,16-05-2021,4.2
MarutiWagonR1.0VXI,399899,22900,2015,First Owner,Petrol,AUTOMATIC,27-12-2021,4.7
MarutiRitz,220099,53689,2010,First Owner,Petrol,MANUAL,21-03-2021,4.3
MarutiSwiftDzireVXI,465999,32732,2014,First Owner,Petrol,AUTOMATIC,29-07-2021,4.3
MarutiZenEstilo,177409,43357,2012,First Owner,Petrol,MANUAL,26-12-2021,4.3
MarutiSwiftDzireVXI1.2BS,440099,58410,2014,First Owner,Petrol,MANUAL,15-04-2021,4.3
MarutiSwift,434599,103268,2011,Second Owner,Diesel,MANUAL,29-03-2021,4.1
RenaultDuster85PS,435499,94268,2013,First Owner,Diesel,MANUAL,21-01-2021,4.1
MarutiRitz,293999,76553,2013,First Owner,Diesel,MANUAL,03-07-2021,4.3
